path,label
D:\\zainab\\forgery-detector\\data\\ela_cache\6432_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6433_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6434_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6435_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6436_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6437_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6438_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6439_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6440_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6441_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6442_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6443_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6444_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6445_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6446_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6447_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6448_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6449_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6450_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6451_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6452_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6453_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6454_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6455_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6456_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6457_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6458_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6459_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6460_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6461_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6462_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6463_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6464_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6465_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6466_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6467_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6468_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6469_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6470_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6471_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6472_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6473_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6474_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6475_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6476_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6477_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6478_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6479_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6480_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6481_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6482_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6483_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6484_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6485_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6486_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6487_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6488_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6489_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6490_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6491_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6492_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6493_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6494_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6495_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6496_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6497_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6498_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6499_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6500_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6501_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6502_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6503_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6504_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6505_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6506_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6507_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6508_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6509_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6510_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6511_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6512_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6513_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6514_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6515_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6516_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6517_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6518_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6519_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6520_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6521_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6522_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6523_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6524_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6525_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6526_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6527_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6528_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6529_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6530_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6531_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6532_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6533_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6534_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6535_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6536_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6537_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6538_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6539_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6540_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6541_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6542_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6543_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6544_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6545_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6546_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6547_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6548_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6549_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6550_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6551_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6552_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6553_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6554_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6555_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6556_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6557_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6558_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6559_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6560_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6561_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6562_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6563_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6564_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6565_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6566_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6567_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6568_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6569_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6570_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6571_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6572_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6573_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6574_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6575_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6576_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6577_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6578_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6579_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6580_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6581_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6582_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6583_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6584_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6585_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6586_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6587_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6588_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6589_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6590_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6591_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6592_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6593_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6594_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6595_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6596_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6597_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6598_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6599_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6600_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6601_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6602_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6603_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6604_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6605_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6606_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6607_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6608_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6609_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6610_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6611_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6612_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6613_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6614_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6615_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6616_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6617_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6618_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6619_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6620_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6621_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6622_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6623_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6624_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6625_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6626_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6627_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6628_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6629_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6630_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6631_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6632_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6633_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6634_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6635_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6636_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6637_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6638_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6639_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6640_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6641_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6642_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6643_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6644_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6645_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6646_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6647_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6648_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6649_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6650_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6651_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6652_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6653_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6654_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6655_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6656_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6657_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6658_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6659_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6660_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6661_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6662_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6663_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6664_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6665_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6666_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6667_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6668_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6669_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6670_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6671_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6672_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6673_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6674_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6675_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6676_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6677_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6678_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6679_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6680_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6681_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6682_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6683_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6684_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6685_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6686_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6687_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6688_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6689_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6690_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6691_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6692_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6693_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6694_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6695_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6696_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6697_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6698_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6699_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6700_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6701_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6702_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6703_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6704_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6705_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6706_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6707_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6708_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6709_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6710_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6711_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6712_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6713_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6714_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6715_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6716_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6717_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6718_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6719_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6720_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6721_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6722_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6723_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6724_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6725_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6726_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6727_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6728_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6729_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6730_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6731_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6732_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6733_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6734_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6735_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6736_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6737_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6738_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6739_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6740_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6741_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6742_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6743_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6744_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6745_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6746_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6747_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6748_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6749_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6750_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6751_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6752_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6753_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6754_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6755_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6756_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6757_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6758_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6759_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6760_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6761_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6762_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6763_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6764_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6765_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6766_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6767_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6768_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6769_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6770_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6771_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6772_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6773_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6774_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6775_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6776_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6777_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6778_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6779_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6780_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6781_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6782_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6783_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6784_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6785_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6786_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6787_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6788_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6789_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6790_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6791_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6792_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6793_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6794_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6795_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6796_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6797_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6798_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6799_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6800_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6801_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6802_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6803_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6804_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6805_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6806_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6807_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6808_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6809_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6810_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6811_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6812_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6813_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6814_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6815_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6816_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6817_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6818_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6819_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6820_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6821_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6822_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6823_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6824_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6825_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6826_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6827_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6828_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\6829_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\6830_1.png,1
